location,size,total_sqft,bath,price
Kanakpura Road,2,1140.0,2.0,65.0
Kanakpura Road,2,700.0,2.0,40.0
Kanakpura Road,1,525.0,1.0,26.01
Kanakpura Road,2,1322.0,2.0,70.0
Kanakpura Road,2,1698.0,2.0,105.0
Kanakpura Road,3,1300.0,3.0,69.0
Kanakpura Road,3,1300.0,3.0,69.0
Kanakpura Road,2,1167.0,2.0,63.0
Kanakpura Road,3,1300.0,3.0,69.0
Kanakpura Road,2,1430.0,2.0,78.0
Kanakpura Road,2,700.0,2.0,36.0
Kanakpura Road,3,1100.0,3.0,58.0
Kanakpura Road,3,1300.0,2.0,69.0
Kanakpura Road,3,2000.0,3.0,105.0
Kanakpura Road,2,1200.0,2.0,62.0
Kanakpura Road,3,1843.0,3.0,95.0
Kanakpura Road,2,900.0,2.0,46.29
Kanakpura Road,1,850.0,1.0,37.32
Kanakpura Road,1,525.0,1.0,30.0
Kanakpura Road,3,1938.0,3.0,105.0
Kanakpura Road,3,1843.0,3.0,96.2
Kanakpura Road,1,525.0,1.0,26.0
Kanakpura Road,2,700.0,2.0,36.0
Kanakpura Road,3,1622.0,3.0,95.0
Kannamangala,2,957.0,2.0,58.0
Kannamangala,2,957.0,2.0,56.0
Kannamangala,4,3000.0,4.0,200.0
Kannamangala,3,1536.0,3.0,89.0
Kannamangala,4,2400.0,4.0,130.0
Kannamangala,3,1574.0,3.0,93.34
Kannamangala,2,957.0,2.0,52.5
Kannamangala,3,1536.0,3.0,104.0
Kannamangala,2,957.0,2.0,54.5
Kannamangala,4,2422.0,4.0,135.0
Kannamangala,2,957.0,2.0,55.0
Kannamangala,2,957.0,2.0,56.0
Karuna Nagar,3,2500.0,3.0,180.0
Karuna Nagar,3,2500.0,3.0,190.0
Karuna Nagar,3,1962.0,3.0,175.0
Karuna Nagar,2,1057.0,2.0,65.0
Karuna Nagar,3,1354.0,2.0,98.0
Karuna Nagar,3,1945.0,3.0,115.0
Karuna Nagar,3,1960.0,3.0,165.0
Kasavanhalli,2,1060.0,2.0,58.06
Kasavanhalli,3,1563.05,3.0,105.0
Kasavanhalli,3,1717.0,3.0,99.0
Kasavanhalli,4,3260.0,4.0,240.0
Kasavanhalli,2,1349.0,2.0,78.0
Kasavanhalli,2,1121.0,2.0,78.0
Kasavanhalli,2,1100.0,2.0,50.0
Kasavanhalli,2,1200.0,2.0,78.0
Kasavanhalli,3,1476.0,3.0,89.0
Kasavanhalli,2,1200.0,2.0,50.0
Kasavanhalli,3,1719.0,3.0,116.0
Kasavanhalli,2,1115.0,2.0,50.0
Kasavanhalli,2,1125.0,2.0,61.2
Kasavanhalli,3,2170.0,3.0,151.0
Kasavanhalli,3,1476.0,3.0,95.0
Kasavanhalli,2,1200.0,2.0,50.3
Kasavanhalli,3,1787.0,3.0,123.0
Kasavanhalli,2,1090.0,2.0,59.8
Kasavanhalli,3,1691.0,3.0,104.0
Kasavanhalli,4,4260.0,4.0,272.0
Kasavanhalli,3,2111.0,4.0,120.0
Kasavanhalli,2,950.0,2.0,39.0
Kasavanhalli,1,770.0,1.0,43.82
Kasavanhalli,2,1147.0,2.0,60.0
Kasavanhalli,2,1375.0,2.0,72.0
Kasavanhalli,2,1200.0,2.0,60.0
Kasavanhalli,4,4260.0,4.0,333.0
Kasavanhalli,2,1495.0,2.0,83.0
Kasavanhalli,4,4000.0,4.0,325.0
Kasavanhalli,3,1225.0,2.0,69.0
Kasavanhalli,3,1917.0,3.0,132.0
Kasavanhalli,2,1375.0,2.0,78.0
Kasavanhalli,4,4408.0,4.0,344.0
Kasavanhalli,2,1309.0,2.0,95.0
Kasavanhalli,3,1476.0,3.0,105.0
Kasavanhalli,2,1158.0,2.0,67.0
Kasavanhalli,2,1214.0,2.0,67.0
Kasavanhalli,3,2110.0,4.0,120.0
Kasavanhalli,2,1495.0,2.0,110.0
Kasavanhalli,2,1575.0,2.0,85.0
Kasavanhalli,2,1069.0,2.0,55.0
Kasavanhalli,2,1100.0,2.0,68.0
Kasavanhalli,3,1715.0,3.0,112.0
Kasavanhalli,2,1100.0,2.0,65.0
Kasavanhalli,2,1230.0,2.0,66.25
Kasavanhalli,3,1819.0,3.0,150.0
Kasavanhalli,2,1585.0,2.0,90.0
Kasavanhalli,2,1245.0,2.0,80.0
Kasavanhalli,3,2035.0,3.0,142.0
Kasavanhalli,3,1747.0,3.0,110.0
Kasavanhalli,2,1377.0,2.0,80.0
Kasavanhalli,2,1181.0,2.0,61.0
Kasavanhalli,2,1121.0,2.0,75.0
Kasturi Nagar,3,1925.0,3.0,125.0
Kasturi Nagar,2,1567.0,2.0,92.0
Kasturi Nagar,2,1080.0,2.0,80.0
Kasturi Nagar,2,1101.0,2.0,65.0
Kasturi Nagar,4,1896.0,3.0,125.0
Kasturi Nagar,2,1100.0,2.0,58.0
Kasturi Nagar,3,1570.0,3.0,110.0
Kasturi Nagar,2,1000.0,2.0,58.0
Kasturi Nagar,2,1101.0,2.0,66.0
Kasturi Nagar,4,2507.0,4.0,155.0
Kathriguppe,3,1400.0,2.0,77.0
Kathriguppe,3,1250.0,2.0,68.75
Kathriguppe,3,1245.0,2.0,68.48
Kathriguppe,3,1350.0,2.0,87.01
Kathriguppe,3,1350.0,2.0,80.99
Kathriguppe,3,1365.0,2.0,75.08
Kathriguppe,3,1300.0,3.0,77.99
Kathriguppe,3,1350.0,2.0,80.99
Kathriguppe,3,1390.0,2.0,76.45
Kathriguppe,3,1350.0,3.0,78.3
Kathriguppe,3,1250.0,2.0,68.75
Kathriguppe,3,1300.0,3.0,77.99
Kathriguppe,3,1335.0,2.0,73.43
Kathriguppe,3,1300.0,3.0,77.99
Kathriguppe,3,1300.0,3.0,77.99
Kathriguppe,3,1335.0,2.0,73.43
Kathriguppe,3,1350.0,3.0,80.99
Kathriguppe,2,1250.0,2.0,68.75
Kathriguppe,3,1350.0,3.0,80.99
Kaval Byrasandra,2,1200.0,2.0,52.0
Kaval Byrasandra,2,1020.0,2.0,52.0
Kaval Byrasandra,2,1200.0,2.0,49.5
Kaval Byrasandra,2,945.0,2.0,50.0
Kaval Byrasandra,2,1060.0,2.0,45.0
Kaval Byrasandra,2,1100.0,2.0,46.0
Kaval Byrasandra,2,1185.0,2.0,49.0
Kaval Byrasandra,2,997.0,2.0,53.0
Kaval Byrasandra,2,1060.0,2.0,42.0
Kaval Byrasandra,1,480.0,1.0,25.0
Kaval Byrasandra,2,1125.0,2.0,41.5
Kaval Byrasandra,2,1180.0,2.0,60.0
Kaval Byrasandra,3,1450.0,3.0,75.0
Kaval Byrasandra,2,1066.0,2.0,55.0
Kaval Byrasandra,2,1025.0,2.0,60.0
Kaval Byrasandra,3,1400.0,3.0,75.0
Kenchenahalli,2,1015.0,2.0,58.0
Kenchenahalli,1,715.0,1.0,45.0
Kenchenahalli,2,1150.0,2.0,58.0
Kenchenahalli,3,1280.0,2.0,69.0
Kenchenahalli,2,870.0,1.0,45.0
Kenchenahalli,2,1150.0,2.0,60.0
Kenchenahalli,1,700.0,1.0,35.0
Kenchenahalli,2,1060.0,2.0,52.0
Kenchenahalli,2,1150.0,2.0,57.0
Kenchenahalli,3,1720.0,3.0,100.0
Kenchenahalli,2,1015.0,2.0,60.0
Kengeri,2,750.0,2.0,38.0
Kengeri,2,1197.0,2.0,50.0
Kengeri,2,1200.0,2.0,58.0
Kengeri,2,726.0,2.0,31.0
Kengeri,2,1025.0,2.0,57.0
Kengeri,3,1082.0,2.0,49.0
Kengeri,2,750.0,2.0,36.0
Kengeri,2,963.0,2.0,40.0
Kengeri,2,726.0,2.0,35.0
Kengeri,1,416.0,1.0,19.5
Kengeri,2,900.0,2.0,45.0
Kengeri,1,502.0,1.0,25.0
Kengeri,3,1200.0,3.0,67.0
Kengeri,2,725.0,2.0,30.0
Kengeri,1,500.0,1.0,17.0
Kengeri,1,540.0,1.0,22.5
Kengeri,2,750.0,2.0,35.5
Kengeri,3,1741.0,3.0,80.0
Kengeri,2,1200.0,2.0,58.0
Kengeri,2,750.0,2.0,36.5
Kengeri,1,416.0,1.0,18.0
Kengeri,2,883.0,2.0,49.0
Kengeri,2,1052.0,2.0,51.0
Kengeri,2,1220.0,2.0,63.0
Kengeri,1,1150.0,1.0,52.0
Kengeri,2,1192.0,2.0,53.5
Kengeri,2,750.0,2.0,40.0
Kengeri,2,1035.0,2.0,51.5
Kengeri,8,3000.0,5.0,130.0
Kengeri,1,410.0,1.0,15.0
Kengeri,1,416.0,1.0,17.19
Kengeri,5,2500.0,4.0,100.0
Kengeri,1,550.0,1.0,16.75
Kengeri Satellite Town,2,890.0,2.0,35.0
Kengeri Satellite Town,2,883.0,2.0,45.0
Kengeri Satellite Town,3,1415.0,2.0,66.0
Kengeri Satellite Town,1,930.0,1.0,30.0
Kengeri Satellite Town,3,1635.0,2.0,78.0
Kengeri Satellite Town,2,1050.0,2.0,43.0
Kengeri Satellite Town,2,1007.0,2.0,42.0
Kengeri Satellite Town,2,635.0,1.0,22.0
Kengeri Satellite Town,2,818.0,2.0,26.0
Kengeri Satellite Town,2,1030.0,2.0,50.0
Kengeri Satellite Town,2,1200.0,2.0,65.0
Kengeri Satellite Town,2,795.0,2.0,32.0
Kengeri Satellite Town,2,1302.5,2.0,44.285
Kengeri Satellite Town,2,800.0,2.0,40.0
Kengeri Satellite Town,1,654.0,1.0,22.0
Kengeri Satellite Town,2,1060.0,2.0,42.0
Kengeri Satellite Town,2,750.0,2.0,33.0
Kengeri Satellite Town,2,920.0,2.0,39.0
Kengeri Satellite Town,2,985.0,2.0,42.0
Kengeri Satellite Town,1,410.0,1.0,15.0
Kengeri Satellite Town,2,1120.0,2.0,49.0
Kengeri Satellite Town,2,1110.0,2.0,43.0
Kengeri Satellite Town,2,1170.0,2.0,50.0
Kengeri Satellite Town,2,777.4,2.0,25.0
Kengeri Satellite Town,2,800.0,2.0,32.0
Kereguddadahalli,2,950.0,2.0,32.0
Kereguddadahalli,3,1400.0,2.0,48.0
Kereguddadahalli,2,800.0,2.0,28.0
Kereguddadahalli,2,904.0,2.0,30.0
Kereguddadahalli,2,1000.0,2.0,30.0
Kereguddadahalli,3,1240.0,3.0,41.0
Kereguddadahalli,1,600.0,1.0,19.5
Kereguddadahalli,2,1080.0,2.0,32.0
Kereguddadahalli,2,1000.0,2.0,34.0
Kereguddadahalli,2,1015.0,2.0,35.0
Kodichikkanahalli,3,1190.0,2.0,57.0
Kodichikkanahalli,2,995.0,2.0,41.0
Kodichikkanahalli,3,1495.0,2.0,75.0
Kodichikkanahalli,2,1125.0,2.0,52.0
Kodichikkanahalli,2,1150.0,2.0,48.0
Kodichikkanahalli,2,1070.0,2.0,43.0
Kodichikkanahalli,3,1620.0,2.0,85.0
Kodichikkanahalli,2,1026.0,2.0,45.0
Kodichikkanahalli,1,450.0,1.0,18.0
Kodichikkanahalli,2,907.0,2.0,38.5
Kodichikkanahalli,2,1181.0,2.0,57.0
Kodichikkanahalli,2,900.0,2.0,42.0
Kodichikkanahalli,3,1400.0,3.0,66.0
Kodichikkanahalli,2,976.0,2.0,50.0
Kodichikkanahalli,5,2700.0,4.0,125.0
Kodichikkanahalli,2,1299.0,2.0,58.0
Kodigehaali,2,1166.0,2.0,55.0
Kodigehaali,3,1320.0,3.0,65.0
Kodigehaali,2,1117.0,2.0,56.0
Kodigehaali,2,1200.0,2.0,55.0
Kodigehaali,2,1200.0,2.0,60.0
Kodigehaali,3,2120.0,3.0,177.0
Kodigehaali,2,1013.0,2.0,51.0
Kodigehaali,3,1324.0,3.0,65.0
Kodigehaali,2,965.0,2.0,38.0
Kodigehaali,2,866.0,2.0,32.0
Kodigehaali,3,1442.0,3.0,80.0
Kodigehalli,2,1270.0,2.0,98.0
Kodigehalli,2,1200.0,2.0,48.0
Kodigehalli,1,655.0,1.0,53.0
Kodigehalli,3,1820.0,3.0,150.0
Kodigehalli,2,635.0,1.0,28.0
Kodigehalli,3,1200.0,4.0,156.0
Kodihalli,4,3252.0,5.0,335.0
Kodihalli,3,2700.0,4.0,270.0
Kodihalli,3,2392.0,4.0,260.0
Kodihalli,3,2408.0,4.0,260.0
Kodihalli,3,2500.0,4.0,260.0
Kodihalli,3,1620.0,3.0,130.0
Kodihalli,4,3260.0,5.0,388.0
Kodihalli,4,3197.0,5.0,335.0
Kodihalli,2,1490.0,2.0,150.0
Kogilu,3,1909.0,3.0,88.0
Kogilu,2,1170.0,2.0,51.99
Kogilu,2,650.0,2.0,28.0
Kogilu,2,1140.0,2.0,50.66
Kogilu,2,1200.0,2.0,53.33
Kogilu,3,1934.0,3.0,150.0
Kogilu,1,540.0,1.0,36.0
Kogilu,3,1559.0,3.0,127.0
Kogilu,2,1190.0,2.0,50.66
Kogilu,2,1140.0,2.0,50.66
Kogilu,3,1559.0,3.0,120.0
Kogilu,1,700.0,1.0,30.84
Kogilu,2,1250.0,2.0,55.55
Kogilu,2,1200.0,2.0,53.33
Kogilu,2,952.0,2.0,49.0
Kogilu,1,700.0,1.0,30.84
Kogilu,2,1250.0,2.0,55.55
Kogilu,7,2456.0,7.0,85.0
Kogilu,2,1140.0,2.0,50.66
Kogilu,2,1140.0,2.0,50.66
Konanakunte,3,2791.0,3.0,223.0
Konanakunte,2,884.0,1.0,58.0
Konanakunte,4,1200.0,4.0,125.0
Konanakunte,4,1200.0,2.0,130.0
Konanakunte,3,2400.0,2.0,180.0
Konanakunte,3,1423.0,2.0,85.0
Koramangala,2,1320.0,2.0,165.0
Koramangala,2,1253.0,2.0,102.0
Koramangala,3,1580.0,3.0,160.0
Koramangala,4,3500.0,5.0,425.0
Koramangala,2,1005.0,1.0,110.0
Koramangala,3,2292.0,4.0,275.0
Koramangala,2,1290.0,2.0,100.0
Koramangala,2,1300.0,2.0,110.0
Koramangala,2,1325.0,2.0,119.0
Koramangala,2,1140.0,2.0,75.2
Koramangala,2,1260.0,2.0,100.0
Koramangala,3,1975.0,3.0,210.0
Koramangala,2,1900.0,2.0,200.0
Koramangala,3,2292.0,3.0,286.0
Koramangala,3,2300.0,3.0,290.0
Koramangala,2,1320.0,2.0,150.0
Koramangala,2,1320.0,2.0,110.0
Koramangala,4,5985.0,4.0,775.0
Koramangala,3,2246.0,3.0,300.0
Koramangala,2,1083.0,2.0,100.0
Koramangala,3,1744.0,3.0,200.0
Koramangala,2,1180.0,2.0,128.0
Koramangala,2,1320.0,2.0,160.0
Koramangala,2,1370.0,2.0,125.0
Koramangala,2,1100.0,2.0,85.0
Koramangala,2,1249.0,2.0,165.0
Koramangala,2,1200.0,2.0,100.0
Koramangala,3,2223.0,3.0,300.0
Koramangala,3,1744.0,4.0,210.0
Koramangala,3,1866.0,4.0,245.0
Koramangala,2,1320.0,2.0,160.0
Koramangala,2,1350.0,2.0,103.0
Koramangala,4,6000.0,4.0,625.0
Koramangala,2,1320.0,2.0,160.0
Koramangala,3,1710.0,3.0,210.0
Koramangala,2,1355.0,2.0,95.0
Koramangala,3,1600.0,3.0,170.0
Koramangala,2,1260.0,2.0,100.0
Kothannur,2,1206.0,2.0,48.23
Kothannur,2,1100.0,2.0,40.0
Kothannur,2,1197.0,2.0,47.88
Kothannur,2,1197.0,2.0,47.8
Kothannur,2,1070.0,2.0,42.79
Kothannur,2,1070.0,2.0,38.6
Kothannur,3,1485.0,2.0,59.4
Kothannur,3,1215.0,2.0,48.6
Kothannur,3,1404.0,2.0,56.15
Kothanur,2,1200.0,2.0,51.0
Kothanur,3,2400.0,2.0,150.0
Kothanur,3,1828.0,3.0,110.0
Kothanur,2,1186.0,2.0,58.0
Kothanur,3,1847.0,3.0,105.0
Kothanur,5,9600.0,5.0,550.0
Kothanur,3,1435.0,3.0,70.0
Kothanur,2,1187.0,2.0,58.0
Kothanur,3,1847.0,3.0,110.0
Kothanur,3,1460.0,3.0,71.0
Kothanur,2,1185.0,2.0,59.0
Kothanur,3,1436.0,3.0,70.0
Kothanur,3,1462.0,3.0,71.0
Kothanur,3,1790.0,3.0,105.0
Kothanur,2,1070.0,2.0,45.5
Kothanur,2,1145.0,2.0,56.0
Kothanur,4,3401.0,5.0,230.0
Kothanur,2,1455.0,2.0,69.0
Kothanur,1,627.0,1.0,30.0
Kothanur,2,1302.0,2.0,68.5
Kothanur,3,1760.0,3.0,111.0
Kothanur,2,1185.0,2.0,58.0
Kothanur,1,1500.0,1.0,75.0
Kothanur,2,1075.0,2.0,53.0
Kothanur,3,1790.0,3.0,97.0
Kothanur,4,2700.0,4.0,175.0
Kothanur,3,1786.0,2.0,106.0
Kothanur,3,1787.0,3.0,107.0
Kothanur,2,1141.0,2.0,54.0
Kothanur,3,1760.0,3.0,110.0
Kothanur,2,1160.0,2.0,57.0
Kothanur,2,1095.0,2.0,55.0
Kothanur,2,1142.0,2.0,56.0
Kothanur,2,1074.0,2.0,54.0
Kothanur,2,1285.0,2.0,60.0
Kothanur,2,1075.0,2.0,53.0
Kothanur,2,1140.0,2.0,56.0
Kothanur,2,1400.0,2.0,70.0
Kothanur,2,1140.0,2.0,56.0
Kothanur,3,1787.0,3.0,120.0
Kothanur,2,1185.0,2.0,59.0
Kothanur,3,1790.0,3.0,105.0
Kothanur,2,1130.0,2.0,55.0
Kothanur,2,1094.0,2.0,54.0
Kothanur,3,1170.0,3.0,80.0
Kothanur,2,1400.0,2.0,65.0
Kothanur,2,1195.0,2.0,59.0
Kothanur,3,1790.0,3.0,120.0
Kothanur,3,1454.0,3.0,71.5
Kudlu,2,1152.0,2.0,53.5
Kudlu,2,1027.0,2.0,43.0
Kudlu,2,1092.0,2.0,44.0
Kudlu,2,1027.0,2.0,43.0
Kudlu,2,1092.0,2.0,44.0
Kudlu,2,1143.0,2.0,55.0
Kudlu,2,1024.0,2.0,44.0
Kudlu,3,1600.0,3.0,79.0
Kudlu,2,1027.0,2.0,42.0
Kudlu,2,1076.0,2.0,50.0
Kudlu,2,1027.0,2.0,44.0
Kudlu,2,1084.0,2.0,53.0
Kudlu,2,1300.0,2.0,56.0
Kudlu,2,1027.0,2.0,44.0
Kudlu,3,1245.0,2.0,60.0
Kudlu,2,1027.0,2.0,44.0
Kudlu,2,1110.0,2.0,46.0
Kudlu,4,2100.0,3.0,114.0
Kudlu,2,1027.0,2.0,44.0
Kudlu,1,720.0,1.0,33.0
Kudlu,2,1027.0,2.0,44.0
Kudlu,2,1162.0,2.0,52.0
Kudlu,2,1041.0,2.0,53.0
Kudlu Gate,3,1535.0,3.0,83.0
Kudlu Gate,3,1535.0,3.0,85.0
Kudlu Gate,3,1535.0,3.0,86.0
Kudlu Gate,3,1564.0,2.0,92.0
Kudlu Gate,2,1238.0,2.0,55.0
Kudlu Gate,3,1335.0,3.0,89.0
Kudlu Gate,1,703.0,1.0,52.0
Kudlu Gate,3,1535.0,3.0,86.0
Kudlu Gate,3,1532.0,3.0,83.0
Kudlu Gate,2,1113.0,2.0,50.0
Kudlu Gate,2,1185.0,2.0,50.0
Kudlu Gate,2,1215.0,2.0,45.0
Kudlu Gate,2,812.0,2.0,38.25
Kudlu Gate,2,1547.0,2.0,103.0
Kudlu Gate,2,1336.0,2.0,86.0
Kudlu Gate,3,1919.0,3.0,121.0
Kudlu Gate,2,1464.0,3.0,56.0
Kudlu Gate,3,1535.0,3.0,85.0
Kudlu Gate,3,1850.0,3.0,120.0
Kudlu Gate,2,940.0,2.0,69.57
Kudlu Gate,2,1215.0,2.0,44.96
Kudlu Gate,2,1164.0,2.0,75.0
Kudlu Gate,2,1183.0,2.0,79.54
Kudlu Gate,3,1850.0,3.0,110.0
Kudlu Gate,2,1183.0,2.0,79.54
Kudlu Gate,2,1200.0,2.0,44.4
Kudlu Gate,2,1310.0,2.0,53.0
Kumaraswami Layout,4,2000.0,4.0,139.0
Kumaraswami Layout,2,1000.0,2.0,48.5
Kumaraswami Layout,2,1000.0,2.0,58.0
Kumaraswami Layout,7,2400.0,7.0,125.0
Kumaraswami Layout,3,2400.0,2.0,125.0
Kumaraswami Layout,3,1310.0,2.0,70.0
Kumaraswami Layout,1,850.0,1.0,78.0
Kumaraswami Layout,7,3200.0,7.0,150.0
Kumaraswami Layout,3,1310.0,2.0,85.0
Kumaraswami Layout,4,2450.0,3.0,110.0
Kumaraswami Layout,7,3100.0,7.0,145.0
Kumaraswami Layout,3,1200.0,3.0,75.0
Kumaraswami Layout,2,1081.0,2.0,60.0
Kundalahalli,3,1724.0,3.0,125.0
Kundalahalli,2,1030.0,2.0,49.0
Kundalahalli,2,735.0,2.0,57.99
Kundalahalli,2,1047.0,2.0,82.0
Kundalahalli,3,1397.0,3.0,105.0
Kundalahalli,3,1724.0,3.0,127.0
Kundalahalli,2,1010.0,2.0,49.27
Kundalahalli,3,1397.0,3.0,110.0
Kundalahalli,3,1397.0,3.0,104.0
Kundalahalli,3,1397.0,3.0,108.0
Kundalahalli,3,1920.0,3.0,150.0
Kundalahalli,3,1397.0,3.0,105.0
Kundalahalli,3,1724.0,3.0,124.0
Kundalahalli,2,1047.0,2.0,84.0
Kundalahalli,2,1047.0,2.0,83.0
Kundalahalli,4,7000.0,4.0,550.0
Kundalahalli,2,1120.0,2.0,53.76
Kundalahalli,2,1047.0,2.0,82.62
Kundalahalli,2,1047.0,2.0,91.0
Kundalahalli,3,1724.0,3.0,146.0
Kundalahalli,3,1600.0,3.0,170.0
Kundalahalli,3,1724.0,3.0,125.0
Kundalahalli,2,1010.0,2.0,48.27
Kundalahalli,2,1047.0,2.0,89.0
Kundalahalli,4,2500.0,5.0,245.0
Kundalahalli,3,1397.0,3.0,105.0
Kundalahalli,2,1047.0,2.0,72.0
Kundalahalli,2,1260.0,2.0,58.0
Kundalahalli,4,3092.0,4.0,230.0
Kundalahalli,2,1065.0,2.0,70.0
Kundalahalli,3,1724.0,3.0,146.0
Kundalahalli,2,1047.0,2.0,91.0
Kundalahalli,3,1724.0,3.0,128.0
Kundalahalli,2,1315.0,2.0,74.0
Kundalahalli,3,2100.0,3.0,150.0
Kundalahalli,3,1724.0,3.0,125.0
Kundalahalli,3,1724.0,3.0,140.0
Kundalahalli,2,1175.0,2.0,65.0
LB Shastri Nagar,2,1043.0,2.0,55.0
LB Shastri Nagar,2,1184.0,2.0,69.0
LB Shastri Nagar,1,665.0,1.0,32.0
LB Shastri Nagar,2,1250.0,2.0,48.5
LB Shastri Nagar,3,1400.0,2.0,80.0
LB Shastri Nagar,2,1184.0,2.0,62.0
LB Shastri Nagar,2,1200.0,2.0,47.0
LB Shastri Nagar,2,1200.0,2.0,75.0
LB Shastri Nagar,2,1000.0,2.0,49.5
Laggere,5,2800.0,5.0,125.0
Laggere,3,1200.0,3.0,130.0
Laggere,1,1200.0,1.0,125.0
Laggere,2,1200.0,2.0,75.0
Laggere,1,620.0,2.0,48.0
Lakshminarayana Pura,2,1185.0,2.0,75.0
Lakshminarayana Pura,3,1600.0,2.0,108.0
Lakshminarayana Pura,2,1180.0,2.0,75.0
Lakshminarayana Pura,2,1172.0,2.0,82.0
Lakshminarayana Pura,2,1179.0,2.0,75.0
Lakshminarayana Pura,2,1149.0,2.0,75.0
Lakshminarayana Pura,2,1336.0,2.0,100.0
Lakshminarayana Pura,2,1175.0,2.0,75.0
Lakshminarayana Pura,2,1190.0,2.0,75.0
Lakshminarayana Pura,2,1200.0,2.0,75.0
Lakshminarayana Pura,2,1200.0,2.0,75.0
Lakshminarayana Pura,2,1165.0,2.0,75.0
Lakshminarayana Pura,2,1145.0,2.0,75.0
Lakshminarayana Pura,3,1500.0,3.0,104.0
Lakshminarayana Pura,2,1210.0,2.0,75.0
Lakshminarayana Pura,2,1169.0,2.0,75.0
Lakshminarayana Pura,2,1200.0,2.0,75.0
Lakshminarayana Pura,2,1172.0,2.0,75.0
Lakshminarayana Pura,2,1172.0,2.0,75.0
Lakshminarayana Pura,2,1180.0,2.0,75.0
Lakshminarayana Pura,2,1200.0,2.0,83.0
Lakshminarayana Pura,2,1200.0,2.0,80.0
Lakshminarayana Pura,2,1195.0,2.0,75.0
Lakshminarayana Pura,2,1200.0,2.0,80.0
Lingadheeranahalli,3,1521.0,3.0,95.0
Lingadheeranahalli,3,1511.0,3.0,95.0
Lingadheeranahalli,3,1683.0,3.0,109.0
Lingadheeranahalli,3,1519.0,3.0,93.0
Lingadheeranahalli,3,1521.0,3.0,94.99
Lingadheeranahalli,3,1682.0,3.0,120.0
Lingadheeranahalli,3,1521.0,3.0,94.71
Lingadheeranahalli,3,1893.0,3.0,130.0
Lingadheeranahalli,3,1705.0,3.0,110.0
Lingadheeranahalli,4,2245.0,4.0,154.0
Lingadheeranahalli,3,1682.0,3.0,113.0
Lingadheeranahalli,3,1682.0,3.0,114.0
Lingadheeranahalli,3,1506.0,3.0,95.0
Lingadheeranahalli,3,1683.0,3.0,110.0
Lingadheeranahalli,3,1684.0,3.0,120.0
Lingadheeranahalli,4,2236.0,4.0,153.0
Lingadheeranahalli,3,1894.0,4.0,114.0
Lingadheeranahalli,4,2240.0,4.0,160.0
Magadi Road,6,3600.0,6.0,141.0
Magadi Road,2,1116.0,2.0,50.0
Magadi Road,2,884.0,2.0,41.1
Magadi Road,2,1005.0,2.0,55.78
Magadi Road,2,1000.0,2.0,46.5
Magadi Road,4,1500.0,2.0,93.0
Magadi Road,2,1345.0,2.0,55.0
Magadi Road,5,5000.0,6.0,360.0
Magadi Road,2,1116.0,2.0,51.89
Magadi Road,3,1052.0,2.0,60.0
Magadi Road,2,940.0,2.0,50.0
Magadi Road,3,1318.0,2.0,68.0
Magadi Road,2,884.0,2.0,48.0
Mahadevpura,2,1150.0,2.0,52.0
Mahadevpura,2,1250.0,2.0,52.0
Mahadevpura,2,1260.0,2.0,57.6
Mahadevpura,1,730.0,1.0,35.0
Mahadevpura,3,1434.0,2.0,67.39
Mahadevpura,2,1146.0,2.0,53.8
Mahadevpura,2,1532.0,2.0,62.0
Mahadevpura,3,1620.0,2.0,76.0
Mahadevpura,2,1136.0,2.0,64.5
Mahadevpura,3,1400.0,2.0,65.8
Mahadevpura,2,1137.0,2.0,53.4
Mahadevpura,3,1601.0,3.0,95.0
Mahadevpura,3,1450.0,3.0,75.0
Mahadevpura,2,1152.0,2.0,54.0
Mahadevpura,2,1212.0,2.0,56.9
Mahadevpura,3,1505.0,3.0,78.0
Mahadevpura,3,1500.0,2.0,70.0
Mahadevpura,2,1236.0,2.0,58.0
Mahadevpura,2,1236.0,2.0,58.0
Mahadevpura,2,1120.0,2.0,53.0
Mahalakshmi Layout,4,1575.0,5.0,158.0
Mahalakshmi Layout,2,1105.0,2.0,80.0
Mahalakshmi Layout,4,1200.0,3.0,160.0
Mahalakshmi Layout,3,1200.0,2.0,110.0
Mahalakshmi Layout,3,1876.0,3.0,150.0
Mallasandra,3,1665.0,3.0,95.0
Mallasandra,3,1665.0,3.0,86.58
Mallasandra,2,1340.0,2.0,61.0
Mallasandra,2,1325.0,2.0,70.0
Mallasandra,3,1665.0,3.0,86.91
Mallasandra,2,1325.0,2.0,70.0
Mallasandra,2,905.0,2.0,40.0
Mallasandra,2,1325.0,2.0,65.0
Mallasandra,2,1325.0,2.0,73.0
Mallasandra,2,1565.0,2.0,69.0
Mallasandra,2,905.0,2.0,35.0
Mallasandra,3,1100.0,2.0,76.3
Malleshpalya,2,1140.0,2.0,46.5
Malleshpalya,2,1225.0,2.0,46.86
Malleshpalya,2,1052.0,2.0,50.0
Malleshpalya,3,1405.0,2.0,77.0
Malleshpalya,2,1065.0,2.0,50.0
Malleshpalya,2,1210.0,2.0,55.0
Malleshpalya,2,1060.0,2.0,40.0
Malleshpalya,3,1430.0,2.0,69.5
Malleshpalya,2,1421.0,2.0,90.0
Malleshpalya,2,1245.0,2.0,55.0
Malleshpalya,2,1200.0,2.0,46.0
Malleshpalya,2,1225.0,2.0,52.0
Malleshwaram,1,705.0,1.0,67.0
