location,size,total_sqft,bath,price
Jakkur,3,1482.0,3.0,86.0
Hebbal,2,1344.0,2.0,108.0
Kothannur,3,1275.0,2.0,39.8
Vidyaranyapura,3,462.0,3.0,38.0
Omarbagh Layout,4,3300.0,5.0,318.0
Panathur,2,1210.0,2.0,85.0
Hebbal,3,1320.0,3.0,226.0
Hosa Road,3,1532.0,3.0,98.13
JP Nagar,2,1245.0,2.0,110.0
Nagarbhavi,2,1212.0,2.0,50.0
Sarjapur  Road,2,1230.0,2.0,65.0
Indira Nagar,5,1000.0,5.0,180.0
Ramagondanahalli,3,2257.0,3.0,159.0
Vittasandra,2,1246.0,2.0,65.4
Gunjur,2,1080.0,2.0,41.0
Varthur,3,1360.0,2.0,85.0
Yelenahalli,2,1260.0,2.0,47.88
Kengeri Satellite Town,4,1200.0,3.0,110.0
Thigalarapalya,2,1418.0,2.0,104.0
anjananager magdi road,3,1200.0,3.0,165.0
Kasavanhalli,2,950.0,2.0,39.0
Nagarbhavi,2,1020.0,2.0,55.0
Electronic City Phase II,3,1400.0,2.0,40.44
Kodipalya,4,1440.0,4.0,88.0
Huskur,6,800.0,6.0,75.0
Electronics City Phase 1,2,1175.0,2.0,69.0
Raja Rajeshwari Nagar,2,1185.0,2.0,40.17
Aishwarya Crystal Layout,3,2250.0,3.0,113.0
Sarjapur  Road,2,1178.0,2.0,40.43
Ulsoor,4,36000.0,4.0,450.0
Whitefield,1,825.0,1.0,44.9
Madiwala,3,1250.0,3.0,43.0
Electronics City Phase 1,2,1113.12,2.0,55.0
2nd Block Jayanagar,3,1718.0,3.0,223.0
Gottigere,2,1010.0,2.0,35.0
Kanakpura Road,2,900.0,2.0,41.0
Syndicate Bank Colony,4,1500.0,4.0,240.0
Rayasandra,1,540.0,1.0,16.5
Electronic City,2,1020.0,2.0,29.46
Hosur Road,2,1194.0,2.0,71.64
Vijayanagar,8,1470.0,6.0,300.0
2nd Stage Nagarbhavi,3,600.0,4.0,100.0
Electronic City,2,1108.0,2.0,67.15
Hebbal,4,3895.0,2.0,451.0
Kanakpura Road,2,700.0,2.0,34.99
Somasundara Palya,3,1600.0,3.0,68.0
Nagarbhavi,3,1850.0,3.0,90.0
Tumkur Road,2,1250.0,2.0,33.0
Ramamurthy Nagar,1,600.0,1.0,43.0
Raja Rajeshwari Nagar,2,1140.0,2.0,49.27
CQAL Layout,3,1200.0,2.0,75.0
Nayandanahalli,2,985.0,2.0,55.0
Bellandur,2,982.0,2.0,55.0
9th Phase JP Nagar,1,600.0,1.0,20.0
Old Madras Road,3,2640.0,5.0,142.0
Akshaya Nagar,2,1314.0,2.0,68.8
Vijaya Bank Layout,3,1700.0,2.0,68.5
1st Phase JP Nagar,2,1077.0,2.0,93.0
Varanasi,5,2000.0,4.0,99.0
DUO Layout,3,1643.0,3.0,75.0
Kengeri,3,1200.0,3.0,67.0
Whitefield,2,1116.0,2.0,51.91
Abbigere,2,1020.0,2.0,41.82
Vittasandra,7,621.0,7.0,64.0
Daadys Gaarden Layout,3,1740.0,3.0,55.0
GM Palaya,2,1225.0,2.0,47.0
Thanisandra,3,1241.0,2.0,61.0
Hennur,2,1041.0,2.0,40.6
Bommanahalli,2,1050.0,2.0,46.0
Srinivas Colony,3,4400.0,3.0,901.0
Kanakpura Road,2,1309.0,2.0,64.39
Dodda Nekkundi,2,1128.0,2.0,45.0
Raja Rajeshwari Nagar,3,1430.0,2.0,50.0
Old Madras Road,2,1065.0,2.0,47.86
OMBR Layout,2,1085.0,2.0,64.0
Vishveshwarya Layout,1,750.0,1.0,30.0
Bellandur,2,981.0,2.0,37.28
Bhoganhalli,4,1548.3,4.0,129.0
Hebbal Kempapura,4,2302.0,4.0,300.0
Kalyan nagar,3,1410.0,2.0,60.0
Hosa Road,3,1525.84,3.0,117.0
Begur Road,2,1200.0,2.0,42.6
Sampangi Rama Nagar,2,1030.0,2.0,80.0
BTM 1st Stage,3,1852.0,2.0,95.0
Electronic City,2,1160.0,2.0,33.5
Jigani,2,918.0,2.0,49.0
Hebbal,3,1255.0,2.0,90.0
HRBR Layout,6,1200.0,6.0,250.0
JP Nagar,3,1150.0,2.0,49.9
Indira Nagar,3,2700.0,3.0,324.0
Moodalapalya,2,1150.0,2.0,69.0
Whitefield,2,1227.0,2.0,53.49
Hebbal,3,1255.0,3.0,77.68
Moodalapalya,6,840.0,8.0,120.0
Panathur,2,1198.0,2.0,82.0
 Devarachikkanahalli,3,1200.0,3.0,160.0
Nelamangala,4,2600.0,3.0,95.0
Thigalarapalya,3,2072.0,4.0,139.0
Pattandur Agrahara,2,797.0,2.0,32.0
Nayandanahalli,3,1350.0,2.0,68.0
Sahakara Nagar,4,2500.0,4.0,200.0
Thigalarapalya,3,2215.0,4.0,160.0
Kanakpura Road,1,525.0,1.0,30.0
Bannerghatta Road,4,2700.0,4.0,260.0
Gokaula Extension,3,1500.0,2.0,90.0
Subash Nagar,2,900.0,2.0,55.0
Poorna Pragna Layout,3,1355.0,2.0,58.27
Kudlu Gate,3,1465.0,2.0,49.81
Ramamurthy Nagar,2,1006.0,2.0,57.0
Vishveshwarya Layout,4,2000.0,4.0,75.0
Electronic City,2,1128.0,2.0,65.7
Pattanagere,2,850.0,2.0,35.0
ISRO Layout,3,1310.0,2.0,68.0
Banashankari,2,1390.0,2.0,86.0
Kathriguppe,3,1390.0,2.0,76.45
Marathahalli,4,2396.0,4.0,325.0
Electronic City,2,1170.0,2.0,33.0
Gottigere,3,1385.0,2.0,50.0
Old Madras Road,2,1160.0,2.0,42.0
Electronic City Phase II,2,1160.0,2.0,33.5
Bannerghatta Road,3,1200.0,2.0,69.0
Mahadevpura,2,1475.0,2.0,55.0
Sarjapur  Road,3,1939.0,3.0,98.0
7th Phase JP Nagar,2,850.0,2.0,42.0
Balagere,1,675.0,1.0,45.0
Electronic City,2,1060.0,2.0,51.0
Whitefield,2,1235.0,2.0,47.0
RTO ullalu,2,600.0,4.0,110.0
Austin Town,2,1250.0,2.0,60.0
Banashankari,2,1460.0,2.0,70.0
Akshaya Nagar,3,1690.0,3.0,85.0
Indira Nagar,1,850.0,1.0,57.0
Kanakpura Road,3,1843.0,3.0,82.0
7th Phase JP Nagar,3,1680.0,3.0,117.0
Kundalahalli,2,1047.0,2.0,84.0
8th Phase JP Nagar,2,1100.0,2.0,35.0
Indira Nagar,8,3250.0,8.0,600.0
Nagarbhavi,2,1120.0,2.0,53.0
Raja Rajeshwari Nagar,2,1095.0,2.0,38.33
Carmelaram,2,970.0,2.0,35.0
Bommanahalli,5,1200.0,7.0,125.0
Hosa Road,3,1100.0,2.0,85.0
Uttarahalli,3,1685.0,3.0,85.0
Doddanekundi,2,1148.0,2.0,59.0
Marathahalli,2,1050.0,2.0,65.0
Bannerghatta Road,3,1465.0,2.0,76.0
Kothanur,4,3401.0,5.0,230.0
Electronic City,1,630.0,1.0,60.0
7th Phase JP Nagar,3,1850.0,3.0,150.0
Vidyaranyapura,9,1200.0,9.0,175.0
Cottonpet,4,1750.0,2.0,225.0
Shikaripalya,3,1350.0,3.0,60.0
Sector 7 HSR Layout,3,1760.0,3.0,160.0
Rajaji Nagar,2,1440.0,2.0,185.0
Banashankari Stage III,2,1200.0,2.0,42.0
Hennur Bande,2,1100.0,2.0,78.0
Kaggadasapura,2,1140.0,2.0,46.0
Hormavu,3,1617.5,3.0,73.595
Gottigere,2,1410.0,2.0,45.0
Mahadevpura,3,1434.0,2.0,67.39
"ravindra nagar, T.dasarahalli peenya",2,1180.0,2.0,74.0
Begur Road,2,1160.0,2.0,42.0
EPIP Zone,2,1343.0,2.0,86.0
LB Shastri Nagar,2,1184.0,2.0,69.0
Koramangala,3,2246.0,3.0,300.0
Rajankunte,3,4510.0,4.0,200.0
Banashankari Stage III,3,1305.0,2.0,59.0
Sarjapur  Road,4,3785.0,5.0,280.0
1st Block BEL Layout,3,1540.0,3.0,85.0
Kanakpura Road,3,1550.0,3.0,65.11
Yelahanka,3,1345.0,2.0,57.0
Electronic City Phase II,3,975.0,2.0,45.0
HSR Layout,2,1140.0,2.0,46.0
JP Nagar,2,1152.0,2.0,34.56
Old Airport Road,4,3200.0,4.0,700.0
Kodathi,3,1033.0,2.0,31.5
Richards Town,3,1800.0,3.0,230.0
Marathahalli,2,1102.0,2.0,53.67
Subramanyapura,3,1223.0,2.0,42.81
Kadugodi,3,1762.0,3.0,112.0
Kengeri Satellite Town,2,560.0,2.0,16.6
KR Puram,6,2000.0,6.0,85.0
Electronic City,3,1410.0,2.0,38.0
Thanisandra,3,1853.0,3.0,64.86
Kothanur,2,1455.0,2.0,69.0
Hebbal,2,1138.0,2.0,110.0
Sarjapur  Road,3,2556.0,3.0,169.0
TC Palaya,3,1200.0,2.0,66.5
Anantapura,2,1200.0,2.0,37.0
Anekal,2,1200.0,1.0,36.0
Whitefield,3,1870.0,3.0,138.0
Panathur,2,1199.0,2.0,86.0
Prakruthi Township,6,800.0,8.0,150.0
Doddakallasandra,3,1360.0,2.0,54.4
Babusapalaya,3,1230.0,3.0,53.0
Hosahalli Extension,3,2000.0,3.0,120.0
Kasturi Nagar,4,1200.0,4.0,250.0
Kundalahalli,2,1047.0,2.0,83.0
Electronic City Phase II,4,6000.0,4.0,260.0
Ramamurthy Nagar,2,1200.0,2.0,76.0
Kengeri Satellite Town,2,1302.5,2.0,44.285
Kengeri,2,725.0,2.0,30.0
Jakkur,3,1645.0,3.0,100.0
Sultan Palaya,2,870.0,2.0,65.0
Marathahalli,2,1026.0,2.0,49.95
Bennigana Halli,3,2000.0,3.0,145.0
Cooke Town,2,1710.0,2.0,200.0
Hosur Road,3,1766.0,3.0,130.0
Makali,1,500.0,1.0,15.0
JP Nagar,2,1100.0,1.0,15.0
Jigani,3,1221.0,3.0,52.0
Rachenahalli,1,680.0,1.0,46.0
Sarjapur  Road,2,1278.0,2.0,90.0
Kodichikkanahalli,2,1025.0,2.0,66.0
Whitefield,2,1175.0,2.0,39.0
Sarjapur  Road,2,975.0,2.0,28.275
6th Phase JP Nagar,1,600.0,1.0,75.0
Seethappa Layout,2,850.0,2.0,42.0
Anjanapura,2,710.0,2.0,25.0
Huskur,2,1165.0,2.0,33.64
Sarjapur,1,625.0,1.0,19.0
Kaggadasapura,3,1340.0,3.0,66.0
Ananth Nagar,2,937.0,2.0,35.0
Lakkasandra,7,1500.0,6.0,210.0
JP Nagar,1,750.0,1.0,52.5
Shampura,3,1475.0,3.0,78.0
Singapura Village,4,2230.0,4.0,130.0
Jnanabharathi Layout,4,2200.0,5.0,100.0
Mysore Road,2,900.0,2.0,65.0
Electronic City Phase II,2,1116.0,2.0,37.0
Hoodi,2,948.0,2.0,75.0
R.T. Nagar,2,970.0,2.0,55.0
Akshayanagara East,3,1519.0,3.0,67.23
Thanisandra,3,1200.0,2.0,65.0
Bhoganhalli,3,1760.0,3.0,127.0
Whitefield,4,4400.0,5.0,525.0
Sahakara Nagar,3,1914.0,3.0,179.0
Budigere,3,1820.0,3.0,85.5
Budigere,3,1820.0,3.0,93.0
Kalena Agrahara,3,1565.0,3.0,78.0
Begur Road,2,1334.0,2.0,42.69
Sarakki Nagar,2,924.0,2.0,76.23
Jigani,2,914.0,2.0,49.0
Kengeri,1,500.0,1.0,17.0
Yelahanka,3,2145.0,3.0,125.0
Yelahanka,5,1200.0,5.0,162.0
Electronic City,3,1650.0,3.0,100.0
Marathahalli,4,3940.0,4.0,220.0
Electronic City,2,1020.0,2.0,29.45
Basaveshwara Nagar,2,1180.0,2.0,58.0
Ulsoor,2,1255.0,2.0,120.0
Langford Gardens,3,2777.29,5.0,650.0
Bommasandra,2,1014.0,2.0,35.0
Shampura,4,920.0,2.0,90.0
Attibele,2,695.0,1.0,25.0
Prithvi Layout,3,2273.0,4.0,220.0
GM Palaya,2,1140.0,2.0,48.95
Giri Nagar,6,3000.0,4.0,375.0
Whitefield,2,1180.0,2.0,41.0
Begur Road,4,2400.0,4.0,152.0
Attibele,2,850.0,1.0,25.0
Banashankari,2,1200.0,2.0,60.0
"Bellandur, ",4,3160.0,4.0,206.0
Hoodi,3,1769.0,3.0,96.87
Bhoganhalli,4,1554.3,4.0,131.0
Haralur Road,2,1243.0,2.0,46.0
2nd Block Jayanagar,4,4920.0,5.0,1150.0
Mallasandra,2,905.0,2.0,40.0
Kothanur,1,627.0,1.0,30.0
Domlur,3,2180.0,3.0,285.0
Frazer Town,3,2400.0,3.0,260.0
Marathahalli,3,1435.0,3.0,73.0
Jakkur,4,3405.1,6.0,400.0
Kodihalli,3,1620.0,3.0,130.0
Whitefield,3,1862.0,3.0,125.0
Kaikondrahalli,2,674.0,1.0,19.9
Marathahalli,2,1220.0,2.0,59.0
Haralur Road,2,1027.0,2.0,44.0
Electronic City,2,1025.0,2.0,49.0
Thanisandra,3,1430.0,2.0,54.5
Panathur,2,1235.0,2.0,65.0
Electronics City Phase 1,3,1291.0,2.0,32.0
Kanakpura Road,3,1498.0,3.0,95.0
Sarjapur  Road,3,2180.0,3.0,240.0
Electronic City,2,1000.0,2.0,29.7
Ejipura,2,922.0,2.0,70.0
Victoria Layout,2,850.0,2.0,72.0
New Thippasandra,3,750.0,3.0,155.0
AECS Layout,2,1123.0,2.0,64.0
Raja Rajeshwari Nagar,2,1235.0,2.0,75.0
Kogilu,2,1250.0,2.0,55.55
Whitefield,4,2403.0,5.0,360.0
Sarjapur  Road,2,984.0,2.0,45.91
Sarjapur  Road,2,1305.0,2.0,99.0
Attur Layout,2,1200.0,1.0,65.0
1st Block HRBR Layout,3,600.0,3.0,90.0
Hebbal,4,2790.0,5.0,204.0
Old Madras Road,4,2010.0,3.0,125.0
Electronics City Phase 1,2,995.0,2.0,42.0
Varthur Road,2,1277.0,2.0,59.0
7th Phase JP Nagar,2,1236.0,2.0,61.33
Akshaya Nagar,2,1265.0,2.0,67.0
Gubbalala,5,2570.0,4.0,141.0
Hennur Road,4,2400.0,5.0,390.0
Shikaripalya,3,1442.0,3.0,56.24
Ardendale,2,1224.0,2.0,70.0
Bellandur,2,1205.0,2.0,59.0
Richmond Town,2,1233.0,2.0,100.0
5th Block Hbr Layout,2,1312.0,2.0,69.0
Electronic City,3,1449.0,3.0,90.0
Yelenahalli,2,1090.0,2.0,54.0
Kaggadasapura,5,2100.0,5.0,150.0
Uttarahalli,3,1390.0,2.0,62.55
JP Nagar,2,1200.0,2.0,78.0
Mallasandra,4,600.0,2.0,50.0
BTM 2nd Stage,2,1000.0,2.0,58.0
Devanahalli,4,2400.0,5.0,190.0
Thanisandra,3,1732.0,3.0,85.73
Banashankari,2,1290.0,2.0,80.0
Marasandra,3,1840.0,3.0,85.0
Thanisandra,3,1917.0,4.0,100.0
Bhuvaneshwari Nagar,2,1100.0,2.0,57.0
Kudlu,3,1455.0,2.0,60.0
Old Airport Road,4,2774.0,4.0,208.0
Haralur Road,5,1200.0,5.0,255.0
 Devarachikkanahalli,3,1425.0,2.0,65.0
Whitefield,3,1655.0,3.0,113.0
Haralur Road,4,2805.0,5.0,160.0
R.T. Nagar,7,600.0,7.0,93.0
AGS Layout,2,1040.0,2.0,46.79
Akshaya Nagar,2,1126.0,2.0,55.0
Kodichikkanahalli,6,1600.0,4.0,200.0
Hebbal,2,1250.0,2.0,55.55
Yelahanka,4,1800.0,4.0,180.0
Kalkere Channasandra,2,1200.0,2.0,53.0
Ashirvad Colony,4,2050.0,3.0,100.0
Whitefield,1,530.0,1.0,29.44
Sarjapur,4,2585.5,4.0,139.5
Kambipura,2,883.0,2.0,37.0
Uttarahalli,3,1490.0,2.0,59.6
Ramagondanahalli,2,1295.0,2.0,95.0
Sompura,3,1275.0,3.0,59.0
Doddabanahalli,2,800.0,2.0,30.0
Devanahalli,1,1200.0,1.0,95.0
Bellandur,2,1063.0,2.0,58.0
Balagere,1,656.0,1.0,43.0
Shakthi Nagar,2,1125.0,2.0,36.0
Marathahalli,2,881.0,2.0,48.06
Nayandanahalli,9,1350.0,8.0,200.0
Bisuvanahalli,2,700.0,1.0,32.0
AGS Layout,3,1936.0,3.0,110.0
Hosa Road,3,1680.0,3.0,101.0
Rayasandra,2,1253.0,2.0,57.0
Rajaji Nagar,3,1640.0,3.0,230.0
Mysore Road,3,1082.0,3.0,50.0
Electronic City,2,1065.0,2.0,30.75
Iblur Village,3,2100.0,4.0,145.0
Electronic City,2,1070.0,2.0,58.0
Raja Rajeshwari Nagar,3,1280.0,3.0,57.6
6th block Koramangala,5,1200.0,5.0,300.0
Electronic City Phase II,2,1125.0,2.0,29.25
Sarjapur  Road,3,1755.0,3.0,122.0
Electronic City,2,1210.0,2.0,54.0
Talaghattapura,2,951.0,2.0,30.43
Electronic City,3,1500.0,2.0,75.0
Coffee Board Layout,3,1652.5,3.0,90.0
Yeshwanthpur,3,1381.0,2.0,76.18
Whitefield,2,1085.0,2.0,57.0
Whitefield,1,905.0,1.0,50.0
Hennur Road,3,1685.0,3.0,95.0
Somasundara Palya,2,1200.0,2.0,75.0
Anandapura,2,1151.0,2.0,42.9
Brookefield,4,3532.0,3.0,170.0
Kanakpura Road,3,1665.0,3.0,86.91
Kengeri Satellite Town,2,800.0,2.0,40.0
Chamrajpet,2,1050.0,2.0,162.0
Rajiv Nagar,2,1030.0,2.0,46.5
Hoodi,2,1257.0,2.0,71.03
Whitefield,3,1600.0,3.0,82.0
Choodasandra,3,1465.0,3.0,75.0
Jakkur,3,1650.0,3.0,111.0
Haralur Road,2,1243.0,2.0,46.0
Yelahanka New Town,2,680.0,1.0,80.0
Whitefield,4,1230.0,4.0,80.0
Koramangala,2,1300.0,2.0,82.0
KR Puram,2,1000.0,2.0,44.5
Mahadevpura,2,1146.0,2.0,53.8
Hennagara,6,1200.0,6.0,120.0
Indira Nagar,3,2601.0,4.0,312.0
Vishwanatha Nagenahalli,3,2159.0,3.0,110.0
Whitefield,2,1255.0,2.0,40.0
Hebbal Kempapura,2,1130.0,2.0,60.0
Padmanabhanagar,2,1200.0,2.0,60.0
Sarjapur  Road,2,1040.0,2.0,37.0
TC Palaya,8,1500.0,8.0,150.0
Byrathi Village,4,906.0,3.0,55.0
Uttarahalli,2,1180.0,2.0,41.3
Ullal Uppanagar,7,1200.0,7.0,169.0
Govindpura,6,850.0,7.0,100.0
KR Puram,2,1200.0,2.0,47.0
Sarjapur  Road,3,1374.0,3.0,51.0
Vidyaranyapura,9,4700.0,10.0,130.0
Whitefield,1,630.5,1.0,32.15
 south,3,2400.0,2.0,480.0
Haralur Road,2,1027.0,2.0,44.0
Ittamadu,5,1200.0,4.0,130.0
Jalahalli,3,2384.0,4.0,165.0
Electronic City,3,1033.0,2.0,28.41
Yelahanka,2,1200.0,2.0,54.0
Haralur Road,3,2017.0,3.0,105.0
Rainbow Drive,3,1500.0,3.0,138.0
Kamala Nagar,2,700.0,2.0,43.0
Shampura,6,1150.0,6.0,75.0
Kanakpura Road,3,1495.0,2.0,52.33
Kothanur,2,1302.0,2.0,68.5
Whitefield,1,905.0,1.0,52.0
Raja Rajeshwari Nagar,2,1303.0,2.0,55.79
Electronics City Phase 1,3,1350.0,3.0,71.0
Gottigere,3,1380.0,2.0,95.0
Harlur,3,1620.0,3.0,110.0
Chandapura,4,4800.0,4.0,250.0
Sarjapur  Road,2,1000.0,2.0,38.5
Ramamurthy Nagar,3,800.0,4.0,88.0
Thanisandra,2,1250.0,1.0,54.0
3rd Block Koramangala,3,1750.0,3.0,170.0
Anekal,3,997.0,3.0,55.0
Kothanur,3,1760.0,3.0,111.0
Yelahanka,2,1322.0,2.0,75.0
Kanaka Nagar,3,1365.0,3.0,99.0
Sahakara Nagar,3,1500.0,3.0,125.0
Kaggadasapura,3,1256.0,2.0,50.0
Brookefield,2,941.0,2.0,48.0
Devanahalli,4,5000.0,4.0,465.0
Kanakpura Road,3,1665.0,3.0,86.58
Hennur Road,2,1414.0,2.0,84.18
Chikkalasandra,3,1270.0,2.0,55.25
Madiwala,3,800.0,2.0,80.0
Kengeri Satellite Town,4,4100.0,3.0,300.0
Mathikere,6,1800.0,3.0,105.0
Pattanagere,2,850.0,2.0,35.0
Kanakpura Road,1,712.0,1.0,38.44
Rajaji Nagar,4,2648.0,5.0,251.5
Basaveshwara Nagar Yelahanka,3,900.0,4.0,180.0
TC Palaya,2,900.0,2.0,55.0
Hebbal,2,1200.0,2.0,49.0
Kengeri Satellite Town,1,654.0,1.0,22.0
Peenya,2,708.0,1.0,55.0
Singapura Village,4,600.0,5.0,75.0
Wilson Garden,3,1680.0,3.0,135.0
Jakkasandra Extension,2,990.0,2.0,58.0
Uttarahalli,2,1380.0,2.0,42.0
Hebbal,2,1088.0,2.0,62.0
Harlur,3,1414.0,3.0,77.5
Seshadripuram,2,1240.0,2.0,100.0
Ganesha Block,3,1810.0,3.0,118.0
4th Block Jayanagar,3,2005.0,3.0,240.0
Kothanur,2,1185.0,2.0,58.0
Whitefield,3,1200.0,3.0,57.15
Electronic City,2,1070.0,2.0,52.0
Shikaripalya,2,1265.0,2.0,58.0
Sahakara Nagar,2,1100.0,2.0,55.0
Friends Colony,2,1035.0,2.0,44.0
Sonnenahalli,1,614.5,1.0,30.715
2nd Block Jayanagar,2,1000.0,2.0,97.0
Hegde Nagar,2,1179.0,2.0,49.35
Vittasandra,3,1650.0,3.0,84.0
Malur Hosur Road,6,2800.0,4.0,100.0
Lakshmipura Vidyaanyapura,8,3500.0,6.0,120.0
Nagaraja Garden,3,1430.0,3.0,78.65
Marathahalli,3,1130.0,2.0,58.0
JP Nagar,3,1850.0,2.0,110.0
Hennur,3,1340.0,3.0,54.24
Nagawara Junction,2,600.0,2.0,30.0
Banashankari,3,2582.0,5.0,250.0
Channasandra,2,1160.0,2.0,55.0
Hegganahalli,1,1200.0,2.0,45.0
Rajanna Layout,2,1116.0,2.0,37.6
Nagarbhavi  BDA Complex,3,600.0,2.0,85.0
Sarakki Nagar,3,2663.0,4.0,338.0
Devasthanagalu,2,1090.0,2.0,45.0
JP Nagar,2,1100.0,2.0,45.0
Kammasandra,3,1365.0,2.0,34.13
Vijayanagar,3,1484.0,3.0,79.19
Green Glen Layout,3,1630.0,3.0,68.0
Whitefield,3,1451.0,2.0,52.43
Kanakpura Road,2,1330.0,2.0,107.0
Thanisandra,3,2127.0,3.0,135.0
Adityanagar,5,875.0,5.0,120.0
Hallehalli,4,1260.0,4.0,65.0
Sarjapur  Road,3,1173.0,2.0,45.75
Electronics City Phase 1,3,1445.0,2.0,56.0
Jayamahal Extension,4,2250.0,4.0,400.0
Bannerghatta Road,3,1500.0,4.0,239.0
Thanisandra,3,2336.5,3.0,115.89
JP Nagar,2,1197.0,2.0,47.88
2nd Stage Nagarbhavi,4,1200.0,4.0,225.0
Sarjapur  Road,5,3930.0,7.0,329.0
Kanakpura Road,3,1450.0,3.0,62.4
Whitefield,2,1187.0,2.0,37.85
Wilson Garden,6,4000.0,6.0,850.0
Channasandra,2,1050.0,2.0,41.0
Panathur,3,1370.0,2.0,54.8
Yelahanka,2,1036.0,2.0,39.37
JP Nagar,3,1275.0,3.0,41.2
Old Madras Road,4,2010.0,3.0,115.0
Thigalarapalya,2,1418.0,2.0,106.0
Thanisandra,2,1265.0,2.0,46.6
Anandapura,3,1576.0,3.0,58.0
Dodda Nekkundi,2,1148.0,2.0,56.0
Green View Layout,2,1000.0,2.0,36.0
Kudlu,3,1293.0,2.0,85.0
TC Palaya,3,1200.0,2.0,66.0
Munnekollal,2,1210.0,2.0,75.0
HSR Layout,2,1126.0,2.0,69.0
Sarakki Nagar,3,1840.0,4.0,175.0
Vidyaranyapura,3,1440.0,2.0,70.0
Ramamurthy Nagar,3,1300.0,2.0,52.0
Thanisandra,2,1276.0,2.0,75.0
Gidada Konnenahalli,6,600.0,4.0,105.0
Whitefield,2,1216.0,2.0,83.0
Marenahalli,1,840.0,1.0,75.0
Sector 1 HSR Layout,5,1240.0,5.0,300.0
Sompura,2,1126.0,2.0,39.0
Mysore Road,1,45.0,1.0,23.0
Raja Rajeshwari Nagar,2,1162.0,2.0,65.0
Whitefield,2,1301.0,2.0,65.0
Devanahalli,1,658.0,1.0,34.0
Sahakara Nagar,3,1350.0,3.0,250.0
Whitefield,3,2500.0,3.0,280.0
Chandapura,3,1208.51,3.0,42.0
Raja Rajeshwari Nagar,2,1133.0,2.0,38.41
Shettigere,3,1760.0,2.0,116.0
Bisuvanahalli,3,1075.0,2.0,52.0
Sarjapur,2,940.0,2.0,25.38
Badavala Nagar,2,1145.0,2.0,57.0
Bannerghatta Road,2,1302.5,2.0,67.73
Rahat Bagh,4,3900.0,5.0,550.0
Omarbagh Layout,4,3317.5,5.0,268.5
Dasarahalli,2,1300.0,2.0,50.0
Malleshwaram,3,2475.0,4.0,326.0
6th Phase JP Nagar,3,2040.0,3.0,200.0
Hosakerehalli,1,1200.0,1.0,150.0
Jigani,4,2420.0,4.0,190.0
Thubarahalli,2,1216.0,2.0,80.0
Tumkur Road,3,1459.0,2.0,110.0
Jakkur,3,1622.0,2.0,80.0
Kanakpura Road,3,1843.0,3.0,85.0
Badavala Nagar,2,1274.0,2.0,81.0
Chikkasandra,2,600.0,1.0,52.0
Malleshpalya,3,1430.0,2.0,69.5
Kammanahalli,4,1800.0,2.0,280.0
Begur Road,3,1565.0,2.0,57.91
 Devarabeesana Halli,3,1670.0,3.0,160.0
Lakshminarayana Pura,3,1695.0,3.0,150.0
Akshayanagara West,2,1410.0,2.0,75.0
Kengeri Satellite Town,2,1060.0,2.0,42.0
Sarjapur  Road,2,1120.0,2.0,50.0
Hosa Road,2,880.0,2.0,50.0
Jalahalli,2,1083.0,2.0,32.49
Dodda Nekkundi,3,1435.0,3.0,57.2
Doddakallasandra,3,1425.0,2.0,56.99
Arekere,2,900.0,2.0,50.0
Escorts Colony,5,2400.0,5.0,93.0
Thanisandra,1,693.0,1.0,34.3
Kengeri,3,600.0,3.0,90.0
Electronic City,4,2435.0,4.0,119.0
Iblur Village,3,1920.0,3.0,150.0
Electronic City,1,630.0,1.0,47.0
Bisuvanahalli,3,1075.0,2.0,50.0
Hulimavu,5,1200.0,5.0,101.0
Nagavarapalya,1,705.0,1.0,55.0
Srinivasa Nagar,3,1200.0,2.0,75.6
Mahadevpura,2,1532.0,2.0,62.0
Rajiv Nagar,2,1330.0,2.0,93.0
3rd Block Hrbr Layout,4,1200.0,3.0,210.0
Sarjapur  Road,3,1530.0,2.0,60.0
Kasavanhalli,2,1105.0,2.0,42.0
1st Phase JP Nagar,2,1566.0,2.0,180.0
Harlur,3,1630.0,3.0,95.1
5th Phase JP Nagar,2,1256.0,2.0,62.8
Banashankari,6,1200.0,6.0,180.0
Brookefield,3,1595.0,2.0,75.0
7th Phase JP Nagar,2,1000.0,2.0,53.0
Poorna Pragna Layout,3,1475.0,2.0,58.99
"asha township, off hennur road",5,2400.0,5.0,285.0
Electronic City Phase II,2,1000.0,2.0,28.88
1A Block Koramangala,4,2360.0,4.0,650.0
Uttarahalli,3,1737.0,2.0,95.0
Electronic City Phase II,2,1000.0,2.0,28.88
Near International Airport,4,2100.0,4.0,150.0
Hosakerehalli,8,3600.0,6.0,145.0
Mysore Road,2,883.0,2.0,50.0
Haralur Road,2,1243.0,2.0,46.0
BTM Layout,3,1776.0,2.0,75.0
Anjanapura,3,1347.0,2.0,37.72
Whitefield,3,1330.0,2.0,55.0
Sector 1 HSR Layout,2,600.0,2.0,120.0
Rajaji Nagar,4,3730.0,4.0,370.0
Harlur,3,1459.0,3.0,135.0
Thanisandra,4,2259.0,5.0,135.0
JP Nagar,7,2700.0,4.0,160.0
Gubbalala,2,1008.0,2.0,32.25
NTI Layout,2,1200.0,2.0,52.5
Vasanth nagar,4,2328.0,4.0,528.0
BTM 1st Stage,7,600.0,7.0,110.0
Electronic City,2,660.0,1.0,15.5
